x_iters,func_vals,population_size,generations,mutation_rate,selection_size,has_variable_mutate_rate,mutation_op_prob_1,mutation_op_prob_2,mutation_op_prob_3,mutation_op_prob_4,total,normalized_mutation_op_prob_1,normalized_mutation_op_prob_2,normalized_mutation_op_prob_3,normalized_mutation_op_prob_4,best_func_val
"[np.int64(166), np.int64(50), 0.1, np.int64(5), np.True_, 1.0, 1.0, 1.0]",91854.0,166,50,0.1,5,True,1.0,1.0,1.0,0.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,91438.0
"[np.int64(177), np.int64(246), 0.01, np.int64(40), np.True_, 0.0, 0.0, 0.0]",91672.0,177,246,0.01,40,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,91438.0
"[np.int64(177), np.int64(50), 0.01, np.int64(40), np.False_, 0.0, 1.0, 1.0]",91847.0,177,50,0.01,40,False,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91438.0
"[np.int64(171), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 0.0, 0.0]",91847.0,171,250,0.01,40,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,91438.0
"[np.int64(208), np.int64(250), 0.01, np.int64(40), np.True_, 1.0, 0.0, 0.0]",91799.0,208,250,0.01,40,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,91438.0
"[np.int64(229), np.int64(50), 0.1, np.int64(5), np.True_, 1.0, 0.0, 1.0]",91843.0,229,50,0.1,5,True,1.0,0.0,1.0,0.0,2.0,0.5,0.0,0.5,0.0,91438.0
"[np.int64(175), np.int64(250), 0.01, np.int64(40), np.True_, 1.0, 0.0, 0.0]",91802.0,175,250,0.01,40,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,91438.0
"[np.int64(169), np.int64(50), 0.01, np.int64(9), np.True_, 1.0, 0.0, 0.5107645286925072]",91847.0,169,50,0.01,9,True,1.0,0.0,0.5107645286925072,0.0,1.510764528692507,0.6619165204159586,0.0,0.33808347958404145,0.0,91438.0
"[np.int64(204), np.int64(250), 0.01, np.int64(40), np.False_, 0.0, 0.0, 1.0]",91847.0,204,250,0.01,40,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,91438.0
"[np.int64(169), np.int64(250), 0.1, np.int64(5), np.False_, 0.0, 0.0, 1.0]",91854.0,169,250,0.1,5,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,91438.0
"[np.int64(250), np.int64(50), 0.01, np.int64(40), np.True_, 0.0, 0.0, 0.0]",91836.0,250,50,0.01,40,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,91438.0
"[np.int64(177), np.int64(50), 0.01, np.int64(40), np.True_, 1.0, 0.0, 0.0]",91847.0,177,50,0.01,40,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,91438.0
"[np.int64(221), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 0.8770717251895607, 1.0]",91609.0,221,250,0.01,40,True,0.0,0.8770717251895607,1.0,0.0,1.8770717251895608,0.0,0.46725530698673085,0.5327446930132691,0.0,91438.0
"[np.int64(221), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 1.0, 0.01666387946212036]",91739.0,221,250,0.01,40,True,0.0,1.0,0.01666387946212036,0.0,1.0166638794621203,0.0,0.9836092539542798,0.01639074604572025,0.0,91438.0
"[np.int64(220), np.int64(50), 0.01, np.int64(40), np.True_, 0.0, 1.0, 1.0]",91836.0,220,50,0.01,40,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91438.0
"[np.int64(231), np.int64(250), 0.1, np.int64(40), np.True_, 0.0, 1.0, 0.0]",91581.0,231,250,0.1,40,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91438.0
"[np.int64(233), np.int64(250), 0.1, np.int64(40), np.True_, 0.0, 1.0, 0.0]",91836.0,233,250,0.1,40,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91438.0
"[np.int64(230), np.int64(250), 0.1, np.int64(40), np.False_, 0.0, 0.0, 0.8678625600706791]",91835.0,230,250,0.1,40,False,0.0,0.0,0.8678625600706791,0.13213743992932092,1.0,0.0,0.0,0.8678625600706791,0.13213743992932092,91438.0
"[np.int64(221), np.int64(250), 0.01, np.int64(40), np.False_, 1.0, 1.0, 0.0]",91836.0,221,250,0.01,40,False,1.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,91438.0
"[np.int64(234), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 1.0, 1.0]",91776.0,234,250,0.01,40,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91438.0
"[np.int64(222), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 1.0, 0.0]",91812.0,222,250,0.01,40,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91438.0
"[np.int64(167), np.int64(250), 0.1, np.int64(40), np.True_, 0.0, 1.0, 1.0]",91853.0,167,250,0.1,40,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91438.0
"[np.int64(234), np.int64(250), 0.01, np.int64(5), np.True_, 0.0, 1.0, 0.0]",91419.0,234,250,0.01,5,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(236), np.int64(250), 0.01, np.int64(5), np.True_, 0.0, 1.0, 0.0]",91836.0,236,250,0.01,5,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(235), np.int64(50), 0.01, np.int64(5), np.False_, 0.0, 1.0, 0.0]",91843.0,235,50,0.01,5,False,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(233), np.int64(250), 0.01, np.int64(5), np.True_, 0.0, 0.0, 0.0]",91836.0,233,250,0.01,5,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,91419.0
"[np.int64(232), np.int64(250), 0.1, np.int64(40), np.True_, 1.0, 1.0, 0.0]",91836.0,232,250,0.1,40,True,1.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,91419.0
"[np.int64(225), np.int64(250), 0.01, np.int64(5), np.True_, 0.0, 1.0, 1.0]",91836.0,225,250,0.01,5,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91419.0
"[np.int64(181), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 1.0, 0.0]",91846.0,181,250,0.01,40,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(237), np.int64(250), 0.1, np.int64(40), np.True_, 0.0, 0.0, 0.0]",91812.0,237,250,0.1,40,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,91419.0
"[np.int64(222), np.int64(250), 0.01, np.int64(5), np.True_, 0.0, 0.0, 0.0]",91810.0,222,250,0.01,5,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,91419.0
"[np.int64(250), np.int64(250), 0.01, np.int64(5), np.True_, 0.0, 1.0, 1.0]",91843.0,250,250,0.01,5,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91419.0
"[np.int64(233), np.int64(250), 0.01, np.int64(5), np.True_, 0.0, 1.0, 1.0]",91826.0,233,250,0.01,5,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91419.0
"[np.int64(172), np.int64(250), 0.01, np.int64(40), np.False_, 0.0, 1.0, 0.0]",91847.0,172,250,0.01,40,False,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(214), np.int64(250), 0.1, np.int64(40), np.True_, 0.0, 1.0, 0.0]",91822.0,214,250,0.1,40,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(230), np.int64(50), 0.01, np.int64(40), np.True_, 0.0, 1.0, 0.0]",91834.0,230,50,0.01,40,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(236), np.int64(240), 0.01, np.int64(40), np.False_, 1.0, 1.0, 1.0]",91836.0,236,240,0.01,40,False,1.0,1.0,1.0,0.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,91419.0
"[np.int64(170), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 0.0, 1.0]",91847.0,170,250,0.01,40,True,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,91419.0
"[np.int64(224), np.int64(250), 0.1, np.int64(5), np.True_, 0.0, 0.0, 0.0]",91836.0,224,250,0.1,5,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,91419.0
"[np.int64(174), np.int64(50), 0.1, np.int64(5), np.True_, 1.0, 1.0, 0.0]",91704.0,174,50,0.1,5,True,1.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,91419.0
"[np.int64(175), np.int64(250), 0.1, np.int64(40), np.True_, 1.0, 1.0, 0.0]",91847.0,175,250,0.1,40,True,1.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,91419.0
"[np.int64(170), np.int64(50), 0.1, np.int64(5), np.True_, 0.0, 1.0, 0.0]",91846.0,170,50,0.1,5,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(238), np.int64(250), 0.1, np.int64(7), np.True_, 1.0, 1.0, 0.0]",91836.0,238,250,0.1,7,True,1.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,91419.0
"[np.int64(211), np.int64(250), 0.01, np.int64(5), np.True_, 0.0, 1.0, 1.0]",91836.0,211,250,0.01,5,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91419.0
"[np.int64(226), np.int64(250), 0.01, np.int64(40), np.True_, 1.0, 1.0, 1.0]",91836.0,226,250,0.01,40,True,1.0,1.0,1.0,0.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,91419.0
"[np.int64(174), np.int64(50), 0.01, np.int64(5), np.True_, 1.0, 0.0, 1.0]",91847.0,174,50,0.01,5,True,1.0,0.0,1.0,0.0,2.0,0.5,0.0,0.5,0.0,91419.0
"[np.int64(227), np.int64(250), 0.01, np.int64(5), np.False_, 0.0, 1.0, 0.0]",91843.0,227,250,0.01,5,False,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(238), np.int64(50), 0.1, np.int64(40), np.True_, 0.0, 1.0, 0.0]",91843.0,238,50,0.1,40,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(167), np.int64(50), 0.08974623358683934, np.int64(40), np.True_, 1.0, 0.0, 0.0]",91847.0,167,50,0.08974623358683934,40,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,91419.0
"[np.int64(197), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 1.0, 0.0]",91847.0,197,250,0.01,40,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(176), np.int64(250), 0.1, np.int64(40), np.True_, 0.0, 1.0, 1.0]",91743.0,176,250,0.1,40,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91419.0
"[np.int64(176), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 1.0, 1.0]",91823.0,176,250,0.01,40,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91419.0
"[np.int64(223), np.int64(250), 0.1, np.int64(40), np.True_, 0.0, 1.0, 0.0]",91843.0,223,250,0.1,40,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(173), np.int64(50), 0.1, np.int64(40), np.False_, 0.0, 0.04394621999742082, 0.9843318560005891]",91843.0,173,50,0.1,40,False,0.0,0.04394621999742082,0.9843318560005891,0.0,1.02827807599801,0.0,0.04273768061695587,0.9572623193830442,0.0,91419.0
"[np.int64(237), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 0.0, 1.0]",91631.0,237,250,0.01,40,True,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,91419.0
"[np.int64(239), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 0.0, 1.0]",91836.0,239,250,0.01,40,True,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,91419.0
"[np.int64(237), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 0.0, 0.0]",91835.0,237,250,0.01,40,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,91419.0
"[np.int64(232), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 0.0, 1.0]",91836.0,232,250,0.01,40,True,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,91419.0
"[np.int64(250), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 1.0, 0.0]",91836.0,250,250,0.01,40,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(237), np.int64(250), 0.01, np.int64(5), np.True_, 0.0, 1.0, 1.0]",91841.0,237,250,0.01,5,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91419.0
"[np.int64(169), np.int64(250), 0.01, np.int64(40), np.True_, 1.0, 1.0, 0.0]",91846.0,169,250,0.01,40,True,1.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,91419.0
"[np.int64(228), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 0.0, 0.0]",91801.0,228,250,0.01,40,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,91419.0
"[np.int64(176), np.int64(250), 0.01, np.int64(5), np.True_, 0.0, 0.0, 1.0]",91837.0,176,250,0.01,5,True,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,91419.0
"[np.int64(215), np.int64(250), 0.01, np.int64(5), np.True_, 0.0, 0.0, 0.0]",91836.0,215,250,0.01,5,True,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,91419.0
"[np.int64(231), np.int64(50), 0.01, np.int64(5), np.True_, 0.0, 1.0, 1.0]",91843.0,231,50,0.01,5,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91419.0
"[np.int64(168), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 1.0, 1.0]",91847.0,168,250,0.01,40,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91419.0
"[np.int64(238), np.int64(250), 0.1, np.int64(40), np.True_, 0.0, 1.0, 0.0]",91824.0,238,250,0.1,40,True,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91419.0
"[np.int64(153), np.int64(102), 0.059412559973210315, np.int64(9), np.False_, 0.04708720830007164, 0.058979737381768774, 0.07868665375664542]",93289.0,153,102,0.059412559973210315,9,False,0.04708720830007164,0.058979737381768774,0.07868665375664542,0.8152464005615141,1.0,0.04708720830007164,0.058979737381768774,0.07868665375664542,0.8152464005615141,91419.0
"[np.int64(148), np.int64(247), 0.1, np.int64(20), np.True_, 0.6236904065627571, 0.05653614460708301, 0.18138323164418338]",93289.0,148,247,0.1,20,True,0.6236904065627571,0.05653614460708301,0.18138323164418338,0.13839021718597655,1.0,0.6236904065627571,0.05653614460708301,0.18138323164418338,0.13839021718597655,91419.0
"[np.int64(94), np.int64(56), 0.01, np.int64(7), np.False_, 0.7081593756332232, 0.1935623869403301, 0.6025633868638006]",93368.0,94,56,0.01,7,False,0.7081593756332232,0.1935623869403301,0.6025633868638006,0.0,1.504285149437354,0.4707613951371489,0.12867399974847057,0.4005646051143806,0.0,91419.0
"[np.int64(149), np.int64(145), 0.1, np.int64(33), np.True_, 0.21363632036055213, 0.2811770491642567, 0.10487064391583692]",93288.0,149,145,0.1,33,True,0.21363632036055213,0.2811770491642567,0.10487064391583692,0.4003159865593543,1.0,0.21363632036055213,0.2811770491642567,0.10487064391583692,0.4003159865593543,91419.0
"[np.int64(89), np.int64(203), 0.01, np.int64(23), np.True_, 0.13133366097706944, 0.9553992637134824, 0.20052028051464796]",93394.0,89,203,0.01,23,True,0.13133366097706944,0.9553992637134824,0.20052028051464796,0.0,1.2872532052051997,0.10202628390902603,0.7421999493574252,0.15577376673354892,0.0,91419.0
"[np.int64(189), np.int64(250), 0.01, np.int64(40), np.False_, 1.0, 0.0, 1.0]",91847.0,189,250,0.01,40,False,1.0,0.0,1.0,0.0,2.0,0.5,0.0,0.5,0.0,91419.0
"[np.int64(202), np.int64(50), 0.1, np.int64(5), np.True_, 1.0, 1.0, 0.3136645862783604]",91854.0,202,50,0.1,5,True,1.0,1.0,0.3136645862783604,0.0,2.3136645862783602,0.43221476696782035,0.43221476696782035,0.13557046606435932,0.0,91419.0
"[np.int64(245), np.int64(197), 0.06665472446944229, np.int64(11), np.True_, 0.13855603054744906, 0.6799907007991324, 0.10150693639962066]",91836.0,245,197,0.06665472446944229,11,True,0.13855603054744906,0.6799907007991324,0.10150693639962066,0.07994633225379788,1.0,0.13855603054744906,0.6799907007991324,0.10150693639962066,0.07994633225379788,91419.0
"[np.int64(218), np.int64(250), 0.019887902883578897, np.int64(40), np.True_, 0.01251404900101467, 0.0, 1.0]",91834.0,218,250,0.019887902883578897,40,True,0.01251404900101467,0.0,1.0,0.0,1.0125140490010147,0.012359383075584493,0.0,0.9876406169244155,0.0,91419.0
"[np.int64(183), np.int64(50), 0.01, np.int64(40), np.False_, 1.0, 0.0, 0.0]",91847.0,183,50,0.01,40,False,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,91419.0
"[np.int64(208), np.int64(250), 0.013482430718784848, np.int64(40), np.True_, 0.029962654833087795, 0.950733658750014, 0.0]",91822.0,208,250,0.013482430718784848,40,True,0.029962654833087795,0.950733658750014,0.0,0.01930368641689817,1.0,0.029962654833087795,0.950733658750014,0.0,0.01930368641689817,91419.0
"[np.int64(234), np.int64(250), 0.01, np.int64(40), np.True_, 1.0, 0.0, 0.0]",91836.0,234,250,0.01,40,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,91419.0
"[np.int64(244), np.int64(250), 0.01, np.int64(40), np.True_, 0.0, 1.0, 1.0]",91836.0,244,250,0.01,40,True,0.0,1.0,1.0,0.0,2.0,0.0,0.5,0.5,0.0,91419.0
"[np.int64(218), np.int64(250), 0.1, np.int64(40), np.False_, 1.0, 1.0, 1.0]",91762.0,218,250,0.1,40,False,1.0,1.0,1.0,0.0,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,91419.0
"[np.int64(218), np.int64(250), 0.1, np.int64(40), np.True_, 1.0, 1.0, 0.0]",91739.0,218,250,0.1,40,True,1.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,91419.0
"[np.int64(218), np.int64(250), 0.01, np.int64(5), np.True_, 1.0, 0.0, 0.0]",91843.0,218,250,0.01,5,True,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,91419.0
