instance_name,instance_vertices,instance_edges,instance_symmetrical_type,has_closed_cycle,k_factor,k_size,worst_nearest_neighbors,avg_nearest_neighbors,best_nearest_neighbors,worst_genetic_algorithm,avg_genetic_algorithm,best_genetic_algorithm,worst_ensemble,avg_ensemble,best_ensemble,worst_solution,avg_solution,best_solution
ftv70,71,5041,ATSP,true,0.25,17,478,478.0,478,1451,1170.2,1009,317,313.4,308,1451,729.2380952380952,308
ftv70,71,5041,ATSP,true,0.5,35,1099,1099.0,1099,3733,3441.0,3029,800,800.0,800,3733,2071.8571428571427,800
ftv70,71,5041,ATSP,true,0.75,53,1543,1543.0,1543,5939,5645.0,5283,1371,1370.3,1368,5939,3414.095238095238,1368
gil262,262,34453,TSP,false,0.25,65,537,537.0,537,5368,5045.4,4727,485,485.0,485,5368,2659.095238095238,485
gil262,262,34453,TSP,false,0.5,131,1117,1117.0,1117,11841,11311.7,10606,1053,1053.0,1053,11841,5941.142857142857,1053
gil262,262,34453,TSP,false,0.75,196,1922,1922.0,1922,18225,17752.9,16378,1748,1748.0,1748,18225,9377.666666666666,1748
gil262,262,34453,TSP,true,0.25,65,697,697.0,697,5586,5145.4,4676,527,526.6,525,5586,2734.1428571428573,525
gil262,262,34453,TSP,true,0.5,131,1219,1219.0,1219,11603,11291.1,10755,1098,1097.0,1088,11603,5957.142857142857,1088
gil262,262,34453,TSP,true,0.75,196,1973,1973.0,1973,18513,17586.3,16930,1844,1843.7,1841,18513,9346.333333333334,1841
gr120,120,7260,TSP,false,0.25,30,1429,1429.0,1429,8150,7454.9,6537,1271,1271.0,1271,8150,4223.238095238095,1271
gr120,120,7260,TSP,false,0.5,60,3032,3032.0,3032,20052,18965.2,17769,2810,2810.0,2810,20052,10513.52380952381,2810
gr120,120,7260,TSP,false,0.75,90,4813,4813.0,4813,32688,31173.1,28540,4502,4498.8,4470,32688,17215.809523809523,4470
gr120,120,7260,TSP,true,0.25,30,1599,1599.0,1599,8320,7258.0,6507,1445,1445.0,1445,8320,4220.428571428572,1445
gr120,120,7260,TSP,true,0.5,60,3281,3281.0,3281,19844,19029.8,17758,3135,3125.4,3061,19844,10706.333333333334,3061
gr120,120,7260,TSP,true,0.75,90,5217,5217.0,5217,33519,31206.6,29655,4524,4524.0,4524,33519,17263.0,4524
gr137,137,9453,TSP,false,0.25,34,15681,15681.0,15681,109510,94190.4,79112,11804,11804.0,11804,109510,51220.23809523809,11804
gr137,137,9453,TSP,false,0.5,68,29924,29924.0,29924,255868,237678.5,217603,25896,25896.0,25896,255868,126936.61904761905,25896
gr137,137,9453,TSP,false,0.75,102,46456,46456.0,46456,407151,386891.0,361274,43148,43148.0,43148,407151,206992.66666666666,43148
gr137,137,9453,TSP,true,0.25,34,19429,19429.0,19429,109811,95802.9,81237,13793,13791.0,13773,109811,53112.76190476191,13773
gr137,137,9453,TSP,true,0.5,68,38364,38364.0,38364,252929,234412.5,218882,28919,28919.0,28919,252929,127222.80952380953,28919
gr137,137,9453,TSP,true,0.75,102,47529,47529.0,47529,400049,379125.4,357889,44016,43912.5,43671,400049,203709.90476190476,43671
gr17,17,153,TSP,false,0.25,4,103,103.0,103,92,92.0,92,92,92.0,92,103,92.52380952380952,92
gr17,17,153,TSP,false,0.5,8,325,325.0,325,599,392.6,355,325,325.0,325,599,357.1904761904762,325
gr17,17,153,TSP,false,0.75,12,745,745.0,745,1310,1096.1,877,640,640.0,640,1310,862.1904761904761,640
gr17,17,153,TSP,true,0.25,4,101,101.0,101,94,94.0,94,92,92.0,92,101,93.38095238095238,92
gr17,17,153,TSP,true,0.5,8,352,352.0,352,423,373.6,351,327,327.0,327,423,350.3809523809524,327
gr17,17,153,TSP,true,0.75,12,873,873.0,873,1295,1121.2,936,808,808.0,808,1295,960.2380952380952,808
gr202,202,20503,TSP,false,0.25,50,7246,7246.0,7246,49570,45128.7,40756,3902,3902.0,3902,49570,23693.0,3902
gr202,202,20503,TSP,false,0.5,101,14128,14128.0,14128,112492,107282.6,101171,11800,11800.0,11800,112492,57378.76190476191,11800
gr202,202,20503,TSP,false,0.75,151,24995,24995.0,24995,176927,170682.6,162226,20272,20272.0,20272,176927,92121.0,20272
gr202,202,20503,TSP,true,0.25,50,7868,7868.0,7868,47476,43287.9,37490,4530,4530.0,4530,47476,23145.095238095237,4530
gr202,202,20503,TSP,true,0.5,101,15221,15221.0,15221,109867,105621.8,100652,12147,12147.0,12147,109867,56805.19047619047,12147
gr202,202,20503,TSP,true,0.75,151,25083,25083.0,25083,175959,169313.7,159398,21344,21315.4,21058,175959,91970.19047619047,21058
gr21,21,231,TSP,false,0.25,5,140,140.0,140,140,140.0,140,140,140.0,140,140,140.0,140
gr21,21,231,TSP,false,0.5,10,1160,1160.0,1160,1320,1023.8,840,639,639.0,639,1320,847.047619047619,639
gr21,21,231,TSP,false,0.75,15,1721,1721.0,1721,3064,2419.9,2178,1356,1355.6,1352,3064,1879.8095238095239,1352
gr21,21,231,TSP,true,0.25,5,182,182.0,182,201,201.0,201,182,182.0,182,201,191.04761904761904,182
gr21,21,231,TSP,true,0.5,10,1265,1265.0,1265,1352,996.2,781,800,800.0,800,1352,915.5714285714286,781
gr21,21,231,TSP,true,0.75,15,1736,1736.0,1736,2895,2519.0,2152,1688,1609.6,1467,2895,2048.6666666666665,1467
gr229,229,26335,TSP,false,0.25,57,29071,29071.0,29071,255968,234689.1,225193,18449,18449.0,18449,255968,121926.28571428571,18449
gr229,229,26335,TSP,false,0.5,114,59287,59287.0,59287,581984,546997.2,505375,44102,44102.0,44102,581984,284299.0,44102
gr229,229,26335,TSP,false,0.75,171,85662,85662.0,85662,918699,883094.3,853617,71843,71843.0,71843,918699,458811.1904761905,71843
gr229,229,26335,TSP,true,0.25,57,31255,31255.0,31255,255988,231930.0,206893,21283,21253.7,20990,255988,122052.0,20990
gr229,229,26335,TSP,true,0.5,114,63416,63416.0,63416,586217,548150.9,504629,47085,47085.0,47085,586217,286465.4761904762,47085
gr229,229,26335,TSP,true,0.75,171,93346,93346.0,93346,903936,877161.5,851856,77772,77772.0,77772,903936,459175.28571428574,77772
gr24,24,300,TSP,false,0.25,6,147,147.0,147,199,150.4,138,138,138.0,138,199,144.33333333333334,138
gr24,24,300,TSP,false,0.5,12,458,458.0,458,907,722.7,592,376,376.0,376,907,545.0,376
gr24,24,300,TSP,false,0.75,18,954,954.0,954,1616,1499.1,1341,748,748.0,748,1616,1115.4761904761904,748
gr24,24,300,TSP,true,0.25,6,157,157.0,157,145,145.0,145,145,145.0,145,157,145.57142857142858,145
gr24,24,300,TSP,true,0.5,12,569,569.0,569,963,717.0,569,462,462.0,462,963,588.5238095238095,462
gr24,24,300,TSP,true,0.75,18,995,995.0,995,1597,1478.5,1254,843,843.0,843,1597,1152.857142857143,843
gr431,431,93096,TSP,false,0.25,107,15180,15180.0,15180,493222,455141.0,401475,12590,12590.0,12590,493222,223451.90476190476,12590
gr431,431,93096,TSP,false,0.5,215,54451,54451.0,54451,1052693,1004975.5,969267,38608,38608.0,38608,1052693,499537.4285714286,38608
gr431,431,93096,TSP,false,0.75,323,93449,93449.0,93449,1694054,1655276.8,1619070,88236,88236.0,88236,1694054,834694.1428571428,88236
gr431,431,93096,TSP,true,0.25,107,15885,15885.0,15885,490246,457584.5,425694,14545,14545.0,14545,490246,225580.0,14545
gr431,431,93096,TSP,true,0.5,215,62952,62952.0,62952,1071580,1028039.2,949406,42174,42174.0,42174,1071580,512623.04761904763,42174
gr431,431,93096,TSP,true,0.75,323,93326,93326.0,93326,1703876,1636605.1,1529698,92741,92741.0,92741,1703876,827942.2380952381,92741
gr48,48,1176,TSP,false,0.25,12,921,921.0,921,2490,1802.4,1085,526,526.0,526,2490,1152.6190476190477,526
gr48,48,1176,TSP,false,0.5,24,2744,2744.0,2744,6622,6084.9,5486,1565,1565.0,1565,6622,3773.4761904761904,1565
gr48,48,1176,TSP,false,0.75,36,3418,3418.0,3418,11727,11116.9,9506,3091,3091.0,3091,11727,6928.428571428572,3091
gr48,48,1176,TSP,true,0.25,12,1151,1151.0,1151,2342,1851.1,1243,768,768.0,768,2342,1302.0,768
gr48,48,1176,TSP,true,0.5,24,3137,3137.0,3137,6767,6130.1,5147,1895,1895.0,1895,6767,3970.8571428571427,1895
gr48,48,1176,TSP,true,0.75,36,3577,3577.0,3577,11435,10606.4,10105,3347,3333.8,3215,11435,6808.523809523809,3215
gr666,666,222111,TSP,false,0.25,166,77716,77716.0,77716,1114066,1072385.5,1010868,23306,23306.0,23306,1114066,525458.619047619,23306
gr666,666,222111,TSP,false,0.5,333,138007,138007.0,138007,2353138,2285935.9,2235254,97052,97052.0,97052,2353138,1141327.9047619049,97052
gr666,666,222111,TSP,false,0.75,499,173071,173071.0,173071,3587133,3547575.7,3487783,169938,169938.0,169938,3587133,1778486.0952380951,169938
gr666,666,222111,TSP,true,0.25,166,88346,88346.0,88346,1126213,1082502.9,1031728,23975,23939.2,23763,1126213,531084.1428571428,23763
gr666,666,222111,TSP,true,0.5,333,143095,143095.0,143095,2358793,2299222.2,2204698,105695,105533.1,104076,2358793,1151935.619047619,104076
gr666,666,222111,TSP,true,0.75,499,176122,176122.0,176122,3610096,3548733.8,3427318,173998,173993.4,173952,3610096,1781114.0,173952
gr96,96,4656,TSP,false,0.25,24,11009,11009.0,11009,64770,54884.9,47123,8372,8372.0,8372,64770,30646.571428571428,8372
gr96,96,4656,TSP,false,0.5,48,26020,26020.0,26020,143652,129529.2,118881,19990,19990.0,19990,143652,72438.66666666667,19990
gr96,96,4656,TSP,false,0.75,72,37836,37836.0,37836,230520,218375.8,199259,34113,34113.0,34113,230520,122034.47619047618,34113
gr96,96,4656,TSP,true,0.25,24,13390,13390.0,13390,59320,52367.7,44669,9990,9990.0,9990,59320,30331.761904761905,9990
gr96,96,4656,TSP,true,0.5,48,26715,26715.0,26715,149169,135624.4,122697,20619,20539.8,20223,149169,75636.04761904762,20223
gr96,96,4656,TSP,true,0.75,72,41881,41881.0,41881,226761,215690.6,204378,38015,37976.2,37851,226761,122788.04761904762,37851
hk48,48,1176,TSP,false,0.25,12,1790,1790.0,1790,4559,3762.0,2785,1584,1584.0,1584,4559,2630.9523809523807,1584
hk48,48,1176,TSP,false,0.5,24,5038,5038.0,5038,15600,13292.0,10574,3809,3809.0,3809,15600,8383.238095238095,3809
hk48,48,1176,TSP,false,0.75,36,9038,9038.0,9038,25140,23825.7,20995,7136,7136.0,7136,25140,15174.047619047618,7136
hk48,48,1176,TSP,true,0.25,12,2174,2174.0,2174,5026,3957.1,2567,1787,1787.0,1787,5026,2838.809523809524,1787
hk48,48,1176,TSP,true,0.5,24,6836,6836.0,6836,15170,12766.6,10654,3978,3978.0,3978,15170,8299.142857142857,3978
hk48,48,1176,TSP,true,0.75,36,10140,10140.0,10140,25577,23861.6,22346,7534,7534.0,7534,25577,15433.142857142857,7534
kro124p,100,10000,ATSP,false,0.25,25,7882,7882.0,7882,31317,28648.0,26742,7380,7380.0,7380,31317,17531.52380952381,7380
kro124p,100,10000,ATSP,false,0.5,50,17429,17429.0,17429,73457,69312.1,61976,16462,16462.0,16462,73457,41674.76190476191,16462
kro124p,100,10000,ATSP,false,0.75,75,28117,28117.0,28117,117733,113145.2,103655,27044,27044.0,27044,117733,68095.66666666667,27044
kro124p,100,10000,ATSP,true,0.25,25,9637,9637.0,9637,32907,27920.8,23956,8119,8119.0,8119,32907,17620.714285714286,8119
kro124p,100,10000,ATSP,true,0.5,50,19263,19263.0,19263,75583,69582.3,64153,18521,18521.0,18521,75583,42871.23809523809,18521
kro124p,100,10000,ATSP,true,0.75,75,30703,30703.0,30703,118635,111856.6,105905,27744,27734.7,27651,118635,67934.09523809524,27651
kroA100,100,5050,TSP,false,0.25,25,4802,4802.0,4802,25944,23828.5,21724,3956,3956.0,3956,25944,13459.380952380952,3956
kroA100,100,5050,TSP,false,0.5,50,10253,10253.0,10253,63736,59233.2,52029,8921,8921.0,8921,63736,32942.619047619046,8921
kroA100,100,5050,TSP,false,0.75,75,16604,16604.0,16604,104264,100248.0,90396,14523,14523.0,14523,104264,55443.52380952381,14523
kroA100,100,5050,TSP,true,0.25,25,5798,5798.0,5798,29421,24394.4,20759,5154,5154.0,5154,29421,14346.761904761905,5154
kroA100,100,5050,TSP,true,0.5,50,11611,11611.0,11611,64071,60573.6,57431,10232,10202.9,10130,64071,34256.0,10130
kroA100,100,5050,TSP,true,0.75,75,19252,19252.0,19252,105981,100473.0,96470,15881,15881.0,15881,105981,56323.42857142857,15881
kroA150,150,11325,TSP,false,0.25,37,5846,5846.0,5846,45486,40373.2,35855,4946,4946.0,4946,45486,21858.95238095238,4946
kroA150,150,11325,TSP,false,0.5,75,13037,13037.0,13037,105419,99568.3,94053,11627,11627.0,11627,105419,53570.95238095238,11627
kroA150,150,11325,TSP,false,0.75,112,22352,22352.0,22352,164303,159510.6,152971,18325,18325.0,18325,164303,85748.0,18325
kroA150,150,11325,TSP,true,0.25,37,7017,7017.0,7017,44482,40145.1,36635,5654,5654.0,5654,44482,22143.238095238095,5654
kroA150,150,11325,TSP,true,0.5,75,15457,15457.0,15457,104676,99481.8,91040,12706,12706.0,12706,104676,54158.80952380953,12706
kroA150,150,11325,TSP,true,0.75,112,23635,23635.0,23635,160237,156977.5,152460,18832,18832.0,18832,160237,84844.28571428571,18832
kroA200,200,20100,TSP,false,0.25,50,7313,7313.0,7313,65964,59153.0,51966,6325,6325.0,6325,65964,31528.238095238095,6325
kroA200,200,20100,TSP,false,0.5,100,15507,15507.0,15507,142384,135754.1,128912,13621,13621.0,13621,142384,71869.42857142857,13621
kroA200,200,20100,TSP,false,0.75,150,24067,24067.0,24067,225187,219356.0,214812,21429,21429.0,21429,225187,115805.57142857143,21429
kroA200,200,20100,TSP,true,0.25,50,8304,8304.0,8304,67676,61295.7,57022,6887,6853.6,6688,67676,32847.47619047619,6688
kroA200,200,20100,TSP,true,0.5,100,17405,17405.0,17405,141629,136897.3,130430,14076,14076.0,14076,141629,72720.85714285714,14076
kroA200,200,20100,TSP,true,0.75,150,26027,26027.0,26027,230913,222380.1,217235,22854,22854.0,22854,230913,118017.52380952382,22854
kroB100,100,5050,TSP,false,0.25,25,4217,4217.0,4217,25913,22612.0,20200,4078,4078.0,4078,25913,12910.333333333334,4078
kroB100,100,5050,TSP,false,0.5,50,9426,9426.0,9426,64053,59755.6,53796,8792,8792.0,8792,64053,33090.57142857143,8792
kroB100,100,5050,TSP,false,0.75,75,15310,15310.0,15310,105101,98219.6,90807,14520,14520.0,14520,105101,54414.57142857143,14520
kroB100,100,5050,TSP,true,0.25,25,5127,5127.0,5127,26859,23502.7,18624,4593,4593.0,4593,26859,13623.047619047618,4593
kroB100,100,5050,TSP,true,0.5,50,10950,10950.0,10950,63994,59688.1,56247,10133,10133.0,10133,63994,33769.57142857143,10133
kroB100,100,5050,TSP,true,0.75,75,17516,17516.0,17516,104548,97483.1,90873,17279,17271.1,17200,104548,55478.95238095238,17200
kroB150,150,11325,TSP,false,0.25,37,6363,6363.0,6363,42545,41016.4,38558,4863,4863.0,4863,42545,22150.333333333332,4863
kroB150,150,11325,TSP,false,0.5,75,13164,13164.0,13164,107876,98754.5,89984,11239,11239.0,11239,107876,53004.71428571428,11239
kroB150,150,11325,TSP,false,0.75,112,19130,19130.0,19130,162181,158768.2,151017,17524,17524.0,17524,162181,84859.61904761905,17524
kroB150,150,11325,TSP,true,0.25,37,7383,7383.0,7383,45272,40646.9,36125,5949,5939.3,5852,45272,22535.47619047619,5852
kroB150,150,11325,TSP,true,0.5,75,15430,15430.0,15430,106217,100706.8,97565,12532,12479.7,12009,106217,54633.09523809524,12009
kroB150,150,11325,TSP,true,0.75,112,22487,22487.0,22487,162312,159010.3,153610,19185,19185.0,19185,162312,85925.71428571429,19185
kroB200,200,20100,TSP,false,0.25,50,6806,6806.0,6806,62690,57321.1,53556,6200,6200.0,6200,62690,30572.238095238095,6200
kroB200,200,20100,TSP,false,0.5,100,15482,15482.0,15482,140480,132320.6,124857,13570,13570.0,13570,140480,70208.95238095238,13570
kroB200,200,20100,TSP,false,0.75,150,25507,25507.0,25507,219706,213037.8,201417,23517,23517.0,23517,219706,113859.76190476191,23517
kroB200,200,20100,TSP,true,0.25,50,8999,8999.0,8999,62479,57266.2,50426,7222,7222.0,7222,62479,31137.190476190477,7222
kroB200,200,20100,TSP,true,0.5,100,18956,18956.0,18956,140167,135258.6,128069,15331,15307.6,15200,140167,72600.85714285714,15200
kroB200,200,20100,TSP,true,0.75,150,27025,27025.0,27025,218522,212439.5,200653,25245,25245.0,25245,218522,114470.0,25245
kroC100,100,5050,TSP,false,0.25,25,4939,4939.0,4939,27207,23980.6,20294,3974,3974.0,3974,27207,13546.904761904761,3974
kroC100,100,5050,TSP,false,0.5,50,9683,9683.0,9683,66144,59472.9,53752,8888,8888.0,8888,66144,33013.90476190476,8888
kroC100,100,5050,TSP,false,0.75,75,18810,18810.0,18810,103552,98062.3,91646,14291,14291.0,14291,103552,54397.28571428572,14291
kroC100,100,5050,TSP,true,0.25,25,6234,6234.0,6234,26251,23892.4,19641,4337,4337.0,4337,26251,13739.42857142857,4337
kroC100,100,5050,TSP,true,0.5,50,10725,10725.0,10725,66382,61402.6,55165,10644,10607.6,10462,66382,34801.28571428572,10462
kroC100,100,5050,TSP,true,0.75,75,20008,20008.0,20008,104259,99338.8,93086,15234,15050.2,14815,104259,55423.71428571428,14815
kroD100,100,5050,TSP,false,0.25,25,4054,4054.0,4054,26059,22804.6,20639,3744,3744.0,3744,26059,12835.238095238095,3744
kroD100,100,5050,TSP,false,0.5,50,9060,9060.0,9060,60162,56119.7,48749,8693,8693.0,8693,60162,31294.619047619046,8693
kroD100,100,5050,TSP,false,0.75,75,16694,16694.0,16694,101294,96660.8,91775,14490,14490.0,14490,101294,53723.90476190476,14490
kroD100,100,5050,TSP,true,0.25,25,5451,5451.0,5451,24325,22452.8,20148,4575,4572.8,4564,24325,13128.904761904761,4564
kroD100,100,5050,TSP,true,0.5,50,11678,11678.0,11678,64565,59083.8,55044,9824,9798.5,9569,64565,33357.19047619047,9569
kroD100,100,5050,TSP,true,0.75,75,17335,17335.0,17335,98278,94162.5,86290,15108,15103.0,15058,98278,52856.666666666664,15058
kroE100,100,5050,TSP,false,0.25,25,4094,4094.0,4094,26951,23781.1,21236,3763,3757.2,3705,26951,13308.42857142857,3705
kroE100,100,5050,TSP,false,0.5,50,9911,9911.0,9911,67718,60127.1,53693,9410,9410.0,9410,67718,33584.857142857145,9410
kroE100,100,5050,TSP,false,0.75,75,17462,17462.0,17462,104992,99437.3,89798,14880,14880.0,14880,104992,55268.333333333336,14880
kroE100,100,5050,TSP,true,0.25,25,5711,5711.0,5711,27465,24556.2,21717,4133,4133.0,4133,27465,13933.47619047619,4133
kroE100,100,5050,TSP,true,0.5,50,10568,10568.0,10568,65204,62563.8,58363,9995,9994.7,9992,65204,35054.90476190476,9992
kroE100,100,5050,TSP,true,0.75,75,20519,20519.0,20519,105102,101892.5,95842,16069,16069.0,16069,105102,57149.23809523809,16069
lin105,105,5565,TSP,false,0.25,26,2148,2148.0,2148,19654,16704.1,13703,2140,2140.0,2140,19654,9075.666666666666,2140
lin105,105,5565,TSP,false,0.5,52,5885,5885.0,5885,44852,41460.8,38813,5381,5381.0,5381,44852,22585.85714285714,5381
lin105,105,5565,TSP,false,0.75,78,9050,9050.0,9050,74839,71191.6,66263,8762,8762.0,8762,74839,38504.09523809524,8762
lin105,105,5565,TSP,true,0.25,26,2603,2603.0,2603,18956,16817.6,14834,2574,2574.0,2574,18956,9358.047619047618,2574
lin105,105,5565,TSP,true,0.5,52,7233,7233.0,7233,48608,43771.0,40983,6269,6238.3,5962,48608,24158.380952380954,5962
lin105,105,5565,TSP,true,0.75,78,11370,11370.0,11370,75651,70334.6,63831,10693,10579.5,10285,75651,39071.95238095238,10285
lin318,318,50721,TSP,false,0.25,79,9152,9152.0,9152,120340,115872.2,107745,8652,8652.0,8652,120340,59733.04761904762,8652
lin318,318,50721,TSP,false,0.5,159,22872,22872.0,22872,264791,256475.4,249070,19672,19665.4,19606,264791,132584.7619047619,19606
lin318,318,50721,TSP,false,0.75,238,33295,33295.0,33295,405190,394317.6,386729,31144,31144.0,31144,405190,204186.2380952381,31144
lin318,318,50721,TSP,true,0.25,79,11708,11708.0,11708,122916,116799.0,109360,10005,9983.5,9790,122916,60930.142857142855,9790
lin318,318,50721,TSP,true,0.5,159,24654,24654.0,24654,263003,255397.6,243263,20704,20698.7,20651,263003,132648.42857142858,20651
lin318,318,50721,TSP,true,0.75,238,36659,36659.0,36659,410608,401379.8,391013,32929,32929.0,32929,410608,208559.38095238095,32929
p43,43,1849,ATSP,false,0.25,10,8,8.0,8,24,13.0,6,6,6.0,6,24,9.428571428571429,6
p43,43,1849,ATSP,false,0.5,21,26,26.0,26,215,158.1,104,24,23.7,21,215,87.80952380952381,21
p43,43,1849,ATSP,false,0.75,32,120,120.0,120,562,480.6,411,112,108.8,100,562,286.3809523809524,100
p43,43,1849,ATSP,true,0.25,10,14,14.0,14,34,18.0,10,10,10.0,10,34,14.0,10
p43,43,1849,ATSP,true,0.5,21,38,38.0,38,220,159.6,94,36,35.8,34,220,94.85714285714286,34
p43,43,1849,ATSP,true,0.75,32,132,132.0,132,670,464.6,371,128,128.0,128,670,288.4761904761905,128
p654,654,214185,TSP,false,0.25,163,11476,11476.0,11476,443595,421367.2,388947,5792,5792.0,5792,443595,203955.61904761905,5792
p654,654,214185,TSP,false,0.5,327,19330,19330.0,19330,944982,915618.1,869500,17229,17229.0,17229,944982,445133.38095238095,17229
p654,654,214185,TSP,false,0.75,490,32015,32015.0,32015,1424364,1398471.9,1372275,25126,25126.0,25126,1424364,679428.2857142857,25126
p654,654,214185,TSP,true,0.25,163,13675,13675.0,13675,445090,430688.1,419040,7045,7019.1,7000,445090,209083.19047619047,7000
p654,654,214185,TSP,true,0.5,327,20368,20368.0,20368,948432,921475.8,897737,19523,19523.0,19523,948432,449064.5714285714,19523
p654,654,214185,TSP,true,0.75,490,36760,36760.0,36760,1435269,1403138.8,1345304,30587,30587.0,30587,1435269,684477.0476190476,30587
pa561,561,157641,TSP,false,0.25,140,608,608.0,608,8072,7820.2,7452,520,520.0,520,8072,4000.4761904761904,520
pa561,561,157641,TSP,false,0.5,280,1260,1260.0,1260,16968,16518.8,15909,1175,1175.0,1175,16968,8485.619047619048,1175
pa561,561,157641,TSP,false,0.75,420,2148,2148.0,2148,26053,25579.7,24623,2016,2016.0,2016,26053,13243.095238095239,2016
pa561,561,157641,TSP,true,0.25,140,654,654.0,654,8083,7788.2,7411,549,548.0,540,8083,4000.7619047619046,540
pa561,561,157641,TSP,true,0.5,280,1299,1299.0,1299,16982,16688.3,16393,1227,1227.0,1227,16982,8592.952380952382,1227
pa561,561,157641,TSP,true,0.75,420,2239,2239.0,2239,25859,25585.4,25240,2080,2080.0,2080,25859,13280.619047619048,2080
pcb442,442,97903,TSP,false,0.25,110,11144,11144.0,11144,166659,159061.5,150899,10822,10822.0,10822,166659,81427.57142857143,10822
pcb442,442,97903,TSP,false,0.5,221,23334,23334.0,23334,357054,349080.0,337215,22754,22754.0,22754,357054,178174.95238095237,22754
pcb442,442,97903,TSP,false,0.75,331,37380,37380.0,37380,541419,530925.8,522206,36094,36094.0,36094,541419,271789.4285714286,36094
pcb442,442,97903,TSP,true,0.25,110,13452,13452.0,13452,166771,159767.2,149809,12149,12149.0,12149,166771,82505.42857142857,12149
pcb442,442,97903,TSP,true,0.5,221,26118,26118.0,26118,356101,346482.7,335302,23932,23932.0,23932,356101,177631.66666666666,23932
pcb442,442,97903,TSP,true,0.75,331,38180,38180.0,38180,541367,533631.7,525715,37055,37045.4,36959,541367,273569.09523809527,36959
pr107,107,5778,TSP,false,0.25,26,7489,7489.0,7489,81673,75200.9,68495,6998,6998.0,6998,81673,39498.95238095238,6998
pr107,107,5778,TSP,false,0.5,53,15971,15971.0,15971,211000,188700.1,170580,15406,15406.0,15406,211000,97953.90476190476,15406
pr107,107,5778,TSP,false,0.75,80,30927,30927.0,30927,341968,330580.2,316977,30810,30787.8,30658,341968,173552.7142857143,30658
pr107,107,5778,TSP,true,0.25,26,9797,9797.0,9797,85500,72386.7,58891,9198,9198.0,9198,85500,39316.380952380954,9198
pr107,107,5778,TSP,true,0.5,53,22574,22574.0,22574,206729,192256.2,167025,21621,21602.8,21439,206729,102912.57142857143,21439
pr107,107,5778,TSP,true,0.75,80,38975,38975.0,38975,337041,316280.5,296168,38604,38594.9,38513,337041,170844.2380952381,38513
pr124,124,7750,TSP,false,0.25,31,14124,14124.0,14124,116274,105226.9,91949,5179,5179.0,5179,116274,53246.80952380953,5179
pr124,124,7750,TSP,false,0.5,62,28569,28569.0,28569,283431,264062.8,252096,19812,19812.0,19812,283431,136538.90476190476,19812
pr124,124,7750,TSP,false,0.75,93,33904,33904.0,33904,440494,419867.7,394834,33904,33904.0,33904,440494,217696.2380952381,33904
pr124,124,7750,TSP,true,0.25,31,15475,15475.0,15475,112164,101285.9,91536,8812,8812.0,8812,112164,53164.47619047619,8812
pr124,124,7750,TSP,true,0.5,62,34546,34546.0,34546,272082,252412.8,236106,23802,23735.2,23400,272082,133144.09523809524,23400
pr124,124,7750,TSP,true,0.75,93,41643,41643.0,41643,452015,427270.3,400102,41643,41623.6,41555,452015,225265.80952380953,41555
pr136,136,9316,TSP,false,0.25,34,25078,25078.0,25078,142075,133061.1,109990,22312,22312.0,22312,142075,75181.38095238095,22312
pr136,136,9316,TSP,false,0.5,68,57335,57335.0,57335,332771,322166.6,309779,52031,51748.7,50559,332771,180785.14285714287,50559
pr136,136,9316,TSP,false,0.75,102,85389,85389.0,85389,534179,513019.8,486977,79492,79395.2,78524,534179,286168.5238095238,78524
pr136,136,9316,TSP,true,0.25,34,26800,26800.0,26800,145312,131988.2,121838,24629,24629.0,24629,145312,75855.80952380953,24629
pr136,136,9316,TSP,true,0.5,68,61442,61442.0,61442,325876,317275.1,299170,53326,53290.2,53092,325876,179385.47619047618,53092
pr136,136,9316,TSP,true,0.75,102,92940,92940.0,92940,535316,512369.2,496149,83667,83586.6,83137,535316,288214.1904761905,83137
pr144,144,10440,TSP,false,0.25,36,10708,10708.0,10708,136442,126962.1,111577,10365,10365.0,10365,136442,65903.76190476191,10365
pr144,144,10440,TSP,false,0.5,72,26272,26272.0,26272,330113,320517.2,306658,25292,25292.0,25292,330113,165922.09523809524,25292
pr144,144,10440,TSP,false,0.75,108,41142,41142.0,41142,523590,513149.6,493350,38750,38750.0,38750,523590,264768.4761904762,38750
pr144,144,10440,TSP,true,0.25,36,15158,15158.0,15158,148119,134571.9,122973,14510,14510.0,14510,148119,71713.19047619047,14510
pr144,144,10440,TSP,true,0.5,72,32929,32929.0,32929,329894,313718.1,301013,28174,28170.7,28141,329894,164372.2380952381,28141
pr144,144,10440,TSP,true,0.75,108,50491,50491.0,50491,513770,501573.7,480536,44668,44668.0,44668,513770,262519.4285714286,44668
pr152,152,11628,TSP,false,0.25,38,12609,12609.0,12609,182258,162936.0,143441,12334,12334.0,12334,182258,84062.33333333333,12334
pr152,152,11628,TSP,false,0.5,76,28325,28325.0,28325,422569,404058.7,371725,28050,28050.0,28050,422569,207114.85714285713,28050
pr152,152,11628,TSP,false,0.75,114,58349,58349.0,58349,676031,658300.7,637165,50968,50968.0,50968,676031,340525.5238095238,50968
pr152,152,11628,TSP,true,0.25,38,13659,13659.0,13659,190601,173243.3,154241,13266,13208.8,13123,190601,89437.14285714286,13123
pr152,152,11628,TSP,true,0.5,76,34474,34474.0,34474,426341,405087.3,372022,34073,33966.5,33142,426341,210714.85714285713,33142
