instance_name,instance_vertices,instance_edges,instance_symmetrical_type,has_closed_cycle,k_factor,k_size,worst_nearest_neighbors,avg_nearest_neighbors,best_nearest_neighbors,worst_genetic_algorithm,avg_genetic_algorithm,best_genetic_algorithm,worst_ensemble,avg_ensemble,best_ensemble,worst_solution,avg_solution,best_solution
ftv64.atsp,65,4225,ATSP,false,0.25,16,428,428.0,428,799,707.9,530,279,279.0,279,799,490.3333333333333,279
ftv64.atsp,65,4225,ATSP,false,0.5,32,957,957.0,957,2705,2501.7,2284,716,716.0,716,2705,1577.8095238095239,716
ftv64.atsp,65,4225,ATSP,false,0.75,48,1566,1566.0,1566,4738,4612.2,4181,1285,1285.0,1285,4738,2882.7619047619046,1285
ftv64.atsp,65,4225,ATSP,true,0.25,16,549,549.0,549,763,699.3,568,309,309.0,309,763,506.2857142857143,309
ftv64.atsp,65,4225,ATSP,true,0.5,32,1201,1201.0,1201,2655,2510.3,2356,826,826.0,826,2655,1645.904761904762,826
ftv64.atsp,65,4225,ATSP,true,0.75,48,1657,1657.0,1657,4733,4640.6,4522,1374,1373.4,1368,4733,2942.714285714286,1368
ftv70.atsp,71,5041,ATSP,false,0.25,17,406,406.0,406,1016,827.1,601,284,284.0,284,1016,548.4285714285714,284
ftv70.atsp,71,5041,ATSP,false,0.5,35,882,882.0,882,3183,2963.8,2700,706,706.0,706,3183,1789.5238095238096,706
ftv70.atsp,71,5041,ATSP,false,0.75,53,1534,1534.0,1534,5464,5205.2,4978,1332,1332.0,1332,5464,3186.0,1332
ftv70.atsp,71,5041,ATSP,true,0.25,17,478,478.0,478,932,803.1,715,317,316.1,308,932,555.7142857142857,308
ftv70.atsp,71,5041,ATSP,true,0.5,35,1099,1099.0,1099,3160,2987.0,2793,800,800.0,800,3160,1855.6666666666667,800
ftv70.atsp,71,5041,ATSP,true,0.75,53,1543,1543.0,1543,5513,5346.7,5146,1371,1371.0,1371,5513,3272.3809523809523,1371
gil262.tsp,262,34453,TSP,false,0.25,65,537,537.0,537,4669,4366.5,3880,485,485.0,485,4669,2335.809523809524,485
gil262.tsp,262,34453,TSP,false,0.5,131,1117,1117.0,1117,11344,10668.9,10185,1053,1053.0,1053,11344,5635.047619047619,1053
gil262.tsp,262,34453,TSP,false,0.75,196,1922,1922.0,1922,17648,17158.1,16610,1748,1748.0,1748,17648,9094.42857142857,1748
gil262.tsp,262,34453,TSP,true,0.25,65,697,697.0,697,4796,4244.9,3939,527,527.0,527,4796,2305.5238095238096,527
gil262.tsp,262,34453,TSP,true,0.5,131,1219,1219.0,1219,11160,10524.0,9994,1098,1098.0,1098,11160,5592.333333333333,1098
gil262.tsp,262,34453,TSP,true,0.75,196,1973,1973.0,1973,17984,17059.8,16395,1844,1844.0,1844,17984,9095.761904761905,1844
gr120.tsp,120,7260,TSP,false,0.25,30,1429,1429.0,1429,5991,5445.4,4742,1271,1271.0,1271,5991,3266.3333333333335,1271
gr120.tsp,120,7260,TSP,false,0.5,60,3032,3032.0,3032,17821,16604.3,14514,2810,2810.0,2810,17821,9389.285714285714,2810
gr120.tsp,120,7260,TSP,false,0.75,90,4813,4813.0,4813,30841,28928.4,24974,4502,4502.0,4502,30841,16148.42857142857,4502
gr120.tsp,120,7260,TSP,true,0.25,30,1599,1599.0,1599,6462,5735.0,4887,1445,1445.0,1445,6462,3495.190476190476,1445
gr120.tsp,120,7260,TSP,true,0.5,60,3281,3281.0,3281,17823,17004.7,15930,3135,3135.0,3135,17823,9746.57142857143,3135
gr120.tsp,120,7260,TSP,true,0.75,90,5217,5217.0,5217,30183,28728.9,27299,4524,4524.0,4524,30183,16083.142857142857,4524
gr137.tsp,137,9453,TSP,false,0.25,34,15681,15681.0,15681,84190,70246.2,58492,11804,11804.0,11804,84190,39818.23809523809,11804
gr137.tsp,137,9453,TSP,false,0.5,68,29924,29924.0,29924,231589,212373.7,191729,25896,25896.0,25896,231589,114886.71428571429,25896
gr137.tsp,137,9453,TSP,false,0.75,102,46456,46456.0,46456,379991,366198.0,352236,43148,43148.0,43148,379991,197138.85714285713,43148
gr137.tsp,137,9453,TSP,true,0.25,34,19429,19429.0,19429,76763,65744.0,50796,13793,13793.0,13793,76763,38799.95238095238,13793
gr137.tsp,137,9453,TSP,true,0.5,68,38364,38364.0,38364,228262,203177.5,186341,28919,28919.0,28919,228262,112349.0,28919
gr137.tsp,137,9453,TSP,true,0.75,102,47529,47529.0,47529,368427,351145.3,329951,44016,44016.0,44016,368427,190435.33333333334,44016
gr17.tsp,17,153,TSP,false,0.25,4,103,103.0,103,92,92.0,92,92,92.0,92,103,92.52380952380952,92
gr17.tsp,17,153,TSP,false,0.5,8,325,325.0,325,411,364.8,336,325,325.0,325,411,343.95238095238096,325
gr17.tsp,17,153,TSP,false,0.75,12,745,745.0,745,1186,1056.5,962,640,640.0,640,1186,843.3333333333334,640
gr17.tsp,17,153,TSP,true,0.25,4,101,101.0,101,94,94.0,94,92,92.0,92,101,93.38095238095238,92
gr17.tsp,17,153,TSP,true,0.5,8,352,352.0,352,380,356.0,351,327,327.0,327,380,342.0,327
gr17.tsp,17,153,TSP,true,0.75,12,873,873.0,873,1056,978.6,908,808,808.0,808,1056,892.3333333333334,808
gr202.tsp,202,20503,TSP,false,0.25,50,7246,7246.0,7246,35098,31909.0,27833,3902,3902.0,3902,35098,17397.904761904763,3902
gr202.tsp,202,20503,TSP,false,0.5,101,14128,14128.0,14128,103693,92714.2,82603,11800,11800.0,11800,103693,50441.42857142857,11800
gr202.tsp,202,20503,TSP,false,0.75,151,24995,24995.0,24995,165776,160923.3,154393,20272,20272.0,20272,165776,87473.71428571429,20272
gr202.tsp,202,20503,TSP,true,0.25,50,7868,7868.0,7868,37206,33313.4,28805,4530,4530.0,4530,37206,18395.333333333332,4530
gr202.tsp,202,20503,TSP,true,0.5,101,15221,15221.0,15221,102517,91669.9,86081,12147,12147.0,12147,102517,50161.42857142857,12147
gr202.tsp,202,20503,TSP,true,0.75,151,25083,25083.0,25083,166404,158116.4,152893,21344,21344.0,21344,166404,86651.76190476191,21344
gr21.tsp,21,231,TSP,false,0.25,5,140,140.0,140,140,140.0,140,140,140.0,140,140,140.0,140
gr21.tsp,21,231,TSP,false,0.5,10,1160,1160.0,1160,1058,923.3,818,639,639.0,639,1160,799.1904761904761,639
gr21.tsp,21,231,TSP,false,0.75,15,1721,1721.0,1721,2508,2300.3,2008,1356,1356.0,1356,2508,1823.047619047619,1356
gr21.tsp,21,231,TSP,true,0.25,5,182,182.0,182,420,227.5,201,182,182.0,182,420,203.66666666666666,182
gr21.tsp,21,231,TSP,true,0.5,10,1265,1265.0,1265,981,883.7,825,800,796.3,783,1265,860.2380952380952,783
gr21.tsp,21,231,TSP,true,0.75,15,1736,1736.0,1736,2355,2219.4,2085,1688,1643.5,1530,2355,1922.142857142857,1530
gr229.tsp,229,26335,TSP,false,0.25,57,29071,29071.0,29071,222823,196676.1,146299,18449,18449.0,18449,222823,103824.85714285714,18449
gr229.tsp,229,26335,TSP,false,0.5,114,59287,59287.0,59287,543097,483203.7,424440,44102,44102.0,44102,543097,253921.14285714287,44102
gr229.tsp,229,26335,TSP,false,0.75,171,85662,85662.0,85662,856020,836932.3,810594,71843,71843.0,71843,856020,436829.28571428574,71843
gr229.tsp,229,26335,TSP,true,0.25,57,31255,31255.0,31255,217268,186001.4,154589,21283,21283.0,21283,217268,100195.19047619047,21283
gr229.tsp,229,26335,TSP,true,0.5,114,63416,63416.0,63416,537004,508904.4,485341,47085,47085.0,47085,537004,267776.6666666667,47085
gr229.tsp,229,26335,TSP,true,0.75,171,93346,93346.0,93346,879613,838651.5,808978,77772,77772.0,77772,879613,440837.1904761905,77772
gr24.tsp,24,300,TSP,false,0.25,6,147,147.0,147,149,139.1,138,138,138.0,138,149,138.95238095238096,138
gr24.tsp,24,300,TSP,false,0.5,12,458,458.0,458,661,600.6,524,376,376.0,376,661,486.85714285714283,376
gr24.tsp,24,300,TSP,false,0.75,18,954,954.0,954,1429,1351.6,1268,748,748.0,748,1429,1045.2380952380952,748
gr24.tsp,24,300,TSP,true,0.25,6,157,157.0,157,145,145.0,145,145,145.0,145,157,145.57142857142858,145
gr24.tsp,24,300,TSP,true,0.5,12,569,569.0,569,615,567.3,540,462,462.0,462,615,517.2380952380952,462
gr24.tsp,24,300,TSP,true,0.75,18,995,995.0,995,1429,1313.8,1150,843,843.0,843,1429,1074.4285714285713,843
gr431.tsp,431,93096,TSP,false,0.25,107,15180,15180.0,15180,429433,387162.1,344254,12590,12590.0,12590,429433,191081.0,12590
gr431.tsp,431,93096,TSP,false,0.5,215,54451,54451.0,54451,1037497,977316.6,904642,38608,38608.0,38608,1037497,486366.5238095238,38608
gr431.tsp,431,93096,TSP,false,0.75,323,93449,93449.0,93449,1648756,1598747.6,1527548,88236,88236.0,88236,1648756,807775.4761904762,88236
gr431.tsp,431,93096,TSP,true,0.25,107,15885,15885.0,15885,496957,388562.5,339731,14545,14545.0,14545,496957,192712.38095238095,14545
gr431.tsp,431,93096,TSP,true,0.5,215,62952,62952.0,62952,1061528,957099.2,903912,42174,42174.0,42174,1061528,478842.09523809527,42174
gr431.tsp,431,93096,TSP,true,0.75,323,93326,93326.0,93326,1640612,1593432.0,1527384,92741,92741.0,92741,1640612,807383.619047619,92741
gr48.tsp,48,1176,TSP,false,0.25,12,921,921.0,921,1450,1101.0,882,526,526.0,526,1450,818.6190476190476,526
gr48.tsp,48,1176,TSP,false,0.5,24,2744,2744.0,2744,5379,4963.4,4443,1565,1565.0,1565,5379,3239.4285714285716,1565
gr48.tsp,48,1176,TSP,false,0.75,36,3418,3418.0,3418,10162,9737.1,9295,3091,3091.0,3091,10162,6271.380952380952,3091
gr48.tsp,48,1176,TSP,true,0.25,12,1151,1151.0,1151,1445,1238.8,916,768,768.0,768,1445,1010.4285714285714,768
gr48.tsp,48,1176,TSP,true,0.5,24,3137,3137.0,3137,5389,5068.3,4747,1895,1895.0,1895,5389,3465.2380952380954,1895
gr48.tsp,48,1176,TSP,true,0.75,36,3577,3577.0,3577,10060,9663.0,8960,3347,3347.0,3347,10060,6365.571428571428,3347
gr666.tsp,666,222111,TSP,false,0.25,166,77716,77716.0,77716,1072046,995247.0,883698,23306,23306.0,23306,1072046,488726.0,23306
gr666.tsp,666,222111,TSP,false,0.5,333,138007,138007.0,138007,2326671,2236065.2,2171612,97052,97052.0,97052,2326671,1117579.9523809524,97052
gr666.tsp,666,222111,TSP,false,0.75,499,173071,173071.0,173071,3549180,3480150.7,3413668,169938,169938.0,169938,3549180,1746378.9523809524,169938
gr666.tsp,666,222111,TSP,true,0.25,166,88346,88346.0,88346,1057071,1011578.2,948744,23975,23975.0,23975,1057071,497327.5238095238,23975
gr666.tsp,666,222111,TSP,true,0.5,333,143095,143095.0,143095,2301211,2248287.0,2192976,105695,105675.0,105495,2301211,1127748.3333333333,105495
gr666.tsp,666,222111,TSP,true,0.75,499,176122,176122.0,176122,3601140,3510238.5,3435294,173998,173998.0,173998,3601140,1762785.0952380951,173998
gr96.tsp,96,4656,TSP,false,0.25,24,11009,11009.0,11009,42280,35379.8,29652,8372,8372.0,8372,42280,21358.428571428572,8372
gr96.tsp,96,4656,TSP,false,0.5,48,26020,26020.0,26020,125966,112971.9,102487,19990,19990.0,19990,125966,64554.23809523809,19990
gr96.tsp,96,4656,TSP,false,0.75,72,37836,37836.0,37836,213217,203761.6,196801,34113,34113.0,34113,213217,115075.33333333333,34113
gr96.tsp,96,4656,TSP,true,0.25,24,13390,13390.0,13390,41238,34513.9,27293,9990,9990.0,9990,41238,21829.95238095238,9990
gr96.tsp,96,4656,TSP,true,0.5,48,26715,26715.0,26715,119446,112254.6,101684,20619,20619.0,20619,119446,64545.28571428572,20619
gr96.tsp,96,4656,TSP,true,0.75,72,41881,41881.0,41881,210286,202979.7,196186,38015,38015.0,38015,210286,116753.71428571429,38015
hk48.tsp,48,1176,TSP,false,0.25,12,1790,1790.0,1790,3226,2674.6,2132,1584,1584.0,1584,3226,2113.1428571428573,1584
hk48.tsp,48,1176,TSP,false,0.5,24,5038,5038.0,5038,12025,10579.8,9078,3809,3809.0,3809,12025,7091.714285714285,3809
hk48.tsp,48,1176,TSP,false,0.75,36,9038,9038.0,9038,23137,21482.7,20459,7136,7136.0,7136,23137,14058.333333333334,7136
hk48.tsp,48,1176,TSP,true,0.25,12,2174,2174.0,2174,2720,2466.8,2332,1787,1787.0,1787,2720,2129.1428571428573,1787
hk48.tsp,48,1176,TSP,true,0.5,24,6836,6836.0,6836,11045,10057.9,8366,3978,3978.0,3978,11045,7009.285714285715,3978
hk48.tsp,48,1176,TSP,true,0.75,36,10140,10140.0,10140,23376,21867.9,20618,7534,7534.0,7534,23376,14483.761904761905,7534
kro124p.atsp,100,10000,ATSP,false,0.25,25,7882,7882.0,7882,23465,21995.9,19864,7380,7380.0,7380,23465,14363.857142857143,7380
kro124p.atsp,100,10000,ATSP,false,0.5,50,17429,17429.0,17429,70874,64054.1,60518,16462,16462.0,16462,70874,39170.95238095238,16462
kro124p.atsp,100,10000,ATSP,false,0.75,75,28117,28117.0,28117,113384,109112.9,104791,27044,27044.0,27044,113384,66175.52380952382,27044
kro124p.atsp,100,10000,ATSP,true,0.25,25,9637,9637.0,9637,23263,22028.6,21227,8119,8119.0,8119,23263,14814.904761904761,8119
kro124p.atsp,100,10000,ATSP,true,0.5,50,19263,19263.0,19263,68119,62928.4,59529,18521,18521.0,18521,68119,39702.71428571428,18521
kro124p.atsp,100,10000,ATSP,true,0.75,75,30703,30703.0,30703,109439,105634.3,100544,27744,27736.3,27667,109439,64971.857142857145,27667
kroA100.tsp,100,5050,TSP,false,0.25,25,4802,4802.0,4802,20131,17539.1,14894,3956,3956.0,3956,20131,10464.42857142857,3956
kroA100.tsp,100,5050,TSP,false,0.5,50,10253,10253.0,10253,59643,53541.8,48278,8921,8921.0,8921,59643,30232.428571428572,8921
kroA100.tsp,100,5050,TSP,false,0.75,75,16604,16604.0,16604,95975,92315.8,87976,14523,14523.0,14523,95975,51666.28571428572,14523
kroA100.tsp,100,5050,TSP,true,0.25,25,5798,5798.0,5798,18514,16689.0,14552,5154,5154.0,5154,18514,10677.52380952381,5154
kroA100.tsp,100,5050,TSP,true,0.5,50,11611,11611.0,11611,55936,52878.5,50378,10232,10232.0,10232,55936,30605.52380952381,10232
kroA100.tsp,100,5050,TSP,true,0.75,75,19252,19252.0,19252,94978,93011.9,87132,15881,15881.0,15881,94978,52770.52380952381,15881
kroA150.tsp,150,11325,TSP,false,0.25,37,5846,5846.0,5846,34586,30817.1,27292,4946,4946.0,4946,34586,17308.428571428572,4946
kroA150.tsp,150,11325,TSP,false,0.5,75,13037,13037.0,13037,95393,88470.0,82464,11627,11627.0,11627,95393,48286.04761904762,11627
kroA150.tsp,150,11325,TSP,false,0.75,112,22352,22352.0,22352,156237,151420.9,144727,18325,18325.0,18325,156237,81895.76190476191,18325
kroA150.tsp,150,11325,TSP,true,0.25,37,7017,7017.0,7017,36455,33207.1,29059,5654,5654.0,5654,36455,18839.428571428572,5654
kroA150.tsp,150,11325,TSP,true,0.5,75,15457,15457.0,15457,94831,89299.3,79944,12706,12706.0,12706,94831,49310.0,12706
kroA150.tsp,150,11325,TSP,true,0.75,112,23635,23635.0,23635,158907,150193.7,140775,18832,18832.0,18832,158907,81613.90476190476,18832
kroA200.tsp,200,20100,TSP,false,0.25,50,7313,7313.0,7313,55668,51074.4,47242,6325,6325.0,6325,55668,27681.285714285714,6325
kroA200.tsp,200,20100,TSP,false,0.5,100,15507,15507.0,15507,131878,126803.1,122343,13621,13621.0,13621,131878,67607.04761904762,13621
kroA200.tsp,200,20100,TSP,false,0.75,150,24067,24067.0,24067,211723,207227.3,199137,21429,21429.0,21429,211723,110030.0,21429
kroA200.tsp,200,20100,TSP,true,0.25,50,8304,8304.0,8304,55852,50493.6,47529,6887,6875.5,6772,55852,27714.04761904762,6772
kroA200.tsp,200,20100,TSP,true,0.5,100,17405,17405.0,17405,132251,127625.9,119103,14076,14076.0,14076,132251,68305.90476190476,14076
kroA200.tsp,200,20100,TSP,true,0.75,150,26027,26027.0,26027,212843,204528.5,197885,22854,22854.0,22854,212843,109516.76190476191,22854
kroB100.tsp,100,5050,TSP,false,0.25,25,4217,4217.0,4217,18655,16130.1,13814,4078,4078.0,4078,18655,9823.714285714286,4078
kroB100.tsp,100,5050,TSP,false,0.5,50,9426,9426.0,9426,57001,51666.6,47589,8792,8792.0,8792,57001,29238.666666666668,8792
kroB100.tsp,100,5050,TSP,false,0.75,75,15310,15310.0,15310,100767,92579.9,85494,14520,14520.0,14520,100767,51729.0,14520
kroB100.tsp,100,5050,TSP,true,0.25,25,5127,5127.0,5127,20421,17154.7,14588,4593,4593.0,4593,20421,10600.190476190477,4593
kroB100.tsp,100,5050,TSP,true,0.5,50,10950,10950.0,10950,55042,51282.3,41791,10133,10133.0,10133,55042,29766.809523809523,10133
kroB100.tsp,100,5050,TSP,true,0.75,75,17516,17516.0,17516,96110,90248.5,85530,17279,17266.4,17153,96110,52031.666666666664,17153
kroB150.tsp,150,11325,TSP,false,0.25,37,6363,6363.0,6363,36733,32100.2,28669,4863,4863.0,4863,36733,17904.52380952381,4863
kroB150.tsp,150,11325,TSP,false,0.5,75,13164,13164.0,13164,92891,89270.0,83296,11239,11239.0,11239,92891,48488.28571428572,11239
kroB150.tsp,150,11325,TSP,false,0.75,112,19130,19130.0,19130,148741,146180.0,140582,17524,17524.0,17524,148741,78865.23809523809,17524
kroB150.tsp,150,11325,TSP,true,0.25,37,7383,7383.0,7383,37939,33858.3,31740,5949,5938.8,5847,37939,19302.571428571428,5847
kroB150.tsp,150,11325,TSP,true,0.5,75,15430,15430.0,15430,92742,88745.1,83726,12532,12532.0,12532,92742,48961.95238095238,12532
kroB150.tsp,150,11325,TSP,true,0.75,112,22487,22487.0,22487,152237,145315.1,139907,19185,19185.0,19185,152237,79404.19047619047,19185
kroB200.tsp,200,20100,TSP,false,0.25,50,6806,6806.0,6806,51492,47866.3,43693,6200,6200.0,6200,51492,26069.95238095238,6200
kroB200.tsp,200,20100,TSP,false,0.5,100,15482,15482.0,15482,131156,123774.1,116865,13570,13570.0,13570,131156,66139.19047619047,13570
kroB200.tsp,200,20100,TSP,false,0.75,150,25507,25507.0,25507,212435,203814.9,194006,23517,23517.0,23517,212435,109467.90476190476,23517
kroB200.tsp,200,20100,TSP,true,0.25,50,8999,8999.0,8999,54753,49380.5,43222,7222,7222.0,7222,54753,27382.095238095237,7222
kroB200.tsp,200,20100,TSP,true,0.5,100,18956,18956.0,18956,133317,121414.0,113053,15331,15331.0,15331,133317,66019.33333333333,15331
kroB200.tsp,200,20100,TSP,true,0.75,150,27025,27025.0,27025,205671,202521.2,199449,25245,25245.0,25245,205671,109747.0,25245
kroC100.tsp,100,5050,TSP,false,0.25,25,4939,4939.0,4939,19627,17225.6,13098,3974,3974.0,3974,19627,10330.238095238095,3974
kroC100.tsp,100,5050,TSP,false,0.5,50,9683,9683.0,9683,57296,52832.4,47010,8888,8888.0,8888,57296,29851.761904761905,8888
kroC100.tsp,100,5050,TSP,false,0.75,75,18810,18810.0,18810,95964,92914.5,86277,14291,14291.0,14291,95964,51945.95238095238,14291
kroC100.tsp,100,5050,TSP,true,0.25,25,6234,6234.0,6234,19952,17067.5,15008,4337,4337.0,4337,19952,10489.47619047619,4337
kroC100.tsp,100,5050,TSP,true,0.5,50,10725,10725.0,10725,56054,52346.1,47833,10644,10644.0,10644,56054,30506.0,10644
kroC100.tsp,100,5050,TSP,true,0.75,75,20008,20008.0,20008,98606,91962.9,84856,15234,15217.1,15065,98606,51990.857142857145,15065
kroD100.tsp,100,5050,TSP,false,0.25,25,4054,4054.0,4054,18177,16146.3,14344,3744,3744.0,3744,18177,9664.619047619048,3744
kroD100.tsp,100,5050,TSP,false,0.5,50,9060,9060.0,9060,56693,50300.2,45340,8693,8693.0,8693,56693,28523.428571428572,8693
kroD100.tsp,100,5050,TSP,false,0.75,75,16694,16694.0,16694,92669,86964.6,82861,14490,14490.0,14490,92669,49106.666666666664,14490
kroD100.tsp,100,5050,TSP,true,0.25,25,5451,5451.0,5451,19706,15769.3,13368,4575,4575.0,4575,19706,9947.333333333334,4575
kroD100.tsp,100,5050,TSP,true,0.5,50,11678,11678.0,11678,55344,50530.7,45878,9824,9824.0,9824,55344,29296.428571428572,9824
kroD100.tsp,100,5050,TSP,true,0.75,75,17335,17335.0,17335,93509,87960.2,79095,15108,15108.0,15108,93509,49905.57142857143,15108
kroE100.tsp,100,5050,TSP,false,0.25,25,4094,4094.0,4094,22165,17227.5,13907,3763,3763.0,3763,22165,10190.42857142857,3763
kroE100.tsp,100,5050,TSP,false,0.5,50,9911,9911.0,9911,58772,54459.6,51199,9410,9410.0,9410,58772,30886.04761904762,9410
kroE100.tsp,100,5050,TSP,false,0.75,75,17462,17462.0,17462,99697,93216.0,86626,14880,14880.0,14880,99697,52305.80952380953,14880
kroE100.tsp,100,5050,TSP,true,0.25,25,5711,5711.0,5711,19774,17335.0,13539,4133,4133.0,4133,19774,10494.809523809523,4133
kroE100.tsp,100,5050,TSP,true,0.5,50,10568,10568.0,10568,56910,53332.0,49463,9995,9995.0,9995,56910,30658.95238095238,9995
kroE100.tsp,100,5050,TSP,true,0.75,75,20519,20519.0,20519,96737,93533.8,89739,16069,16069.0,16069,96737,53168.90476190476,16069
lin105.tsp,105,5565,TSP,false,0.25,26,2148,2148.0,2148,13222,11619.9,8687,2140,2140.0,2140,13222,6654.619047619048,2140
lin105.tsp,105,5565,TSP,false,0.5,52,5885,5885.0,5885,38978,36938.3,33700,5381,5381.0,5381,38978,20432.285714285714,5381
lin105.tsp,105,5565,TSP,false,0.75,78,9050,9050.0,9050,69690,65041.8,57859,8762,8762.0,8762,69690,35575.619047619046,8762
lin105.tsp,105,5565,TSP,true,0.25,26,2603,2603.0,2603,13063,11248.5,8356,2574,2572.2,2556,13063,6705.238095238095,2556
lin105.tsp,105,5565,TSP,true,0.5,52,7233,7233.0,7233,41530,35723.7,32507,6269,6269.0,6269,41530,20340.95238095238,6269
lin105.tsp,105,5565,TSP,true,0.75,78,11370,11370.0,11370,69640,65721.1,60843,10693,10693.0,10693,69640,36929.09523809524,10693
lin318.tsp,318,50721,TSP,false,0.25,79,9152,9152.0,9152,114079,103129.6,91824,8652,8652.0,8652,114079,53665.142857142855,8652
lin318.tsp,318,50721,TSP,false,0.5,159,22872,22872.0,22872,253114,243633.7,234158,19672,19672.0,19672,253114,126472.80952380953,19672
lin318.tsp,318,50721,TSP,false,0.75,238,33295,33295.0,33295,396354,386762.7,371514,31144,31144.0,31144,396354,200588.66666666666,31144
lin318.tsp,318,50721,TSP,true,0.25,79,11708,11708.0,11708,106440,102573.2,94382,10005,10001.9,9974,106440,54164.71428571428,9974
lin318.tsp,318,50721,TSP,true,0.5,159,24654,24654.0,24654,247774,238500.2,225360,20704,20704.0,20704,247774,124604.57142857143,20704
lin318.tsp,318,50721,TSP,true,0.75,238,36659,36659.0,36659,393840,381829.4,373228,32929,32929.0,32929,393840,199249.66666666666,32929
p43.atsp,43,1849,ATSP,false,0.25,10,8,8.0,8,13,8.8,6,6,6.0,6,13,7.428571428571429,6
p43.atsp,43,1849,ATSP,false,0.5,21,26,26.0,26,98,79.3,62,24,24.0,24,98,50.42857142857143,24
p43.atsp,43,1849,ATSP,false,0.75,32,120,120.0,120,400,377.1,324,112,112.0,112,400,238.61904761904762,112
p43.atsp,43,1849,ATSP,true,0.25,10,14,14.0,14,14,12.0,10,10,10.0,10,14,11.142857142857142,10
p43.atsp,43,1849,ATSP,true,0.5,21,38,38.0,38,120,94.8,78,36,35.4,32,120,63.80952380952381,32
p43.atsp,43,1849,ATSP,true,0.75,32,132,132.0,132,373,331.3,294,128,127.2,120,373,224.61904761904762,120
p654.tsp,654,214185,TSP,false,0.25,163,11476,11476.0,11476,416873,399106.4,375059,5792,5792.0,5792,416873,193355.2380952381,5792
p654.tsp,654,214185,TSP,false,0.5,327,19330,19330.0,19330,937943,889483.3,865850,17229,17229.0,17229,937943,432688.2380952381,17229
p654.tsp,654,214185,TSP,false,0.75,490,32015,32015.0,32015,1427250,1384787.0,1349172,25126,25126.0,25126,1427250,672911.6666666666,25126
p654.tsp,654,214185,TSP,true,0.25,163,13675,13675.0,13675,415388,398285.9,376167,7045,7043.0,7025,415388,193664.95238095237,7025
p654.tsp,654,214185,TSP,true,0.5,327,20368,20368.0,20368,931399,885707.4,865664,19523,19523.0,19523,931399,432032.0,19523
p654.tsp,654,214185,TSP,true,0.75,490,36760,36760.0,36760,1415796,1379004.5,1357137,30587,30587.0,30587,1415796,672984.5238095238,30587
pa561.tsp,561,157641,TSP,false,0.25,140,608,608.0,608,7622,7181.0,6789,520,520.0,520,7622,3696.095238095238,520
pa561.tsp,561,157641,TSP,false,0.5,280,1260,1260.0,1260,16022,15634.9,15286,1175,1175.0,1175,16022,8064.714285714285,1175
pa561.tsp,561,157641,TSP,false,0.75,420,2148,2148.0,2148,25334,24998.6,24182,2016,2016.0,2016,25334,12966.380952380952,2016
pa561.tsp,561,157641,TSP,true,0.25,140,654,654.0,654,7301,7130.9,6904,549,549.0,549,7301,3688.2380952380954,549
pa561.tsp,561,157641,TSP,true,0.5,280,1299,1299.0,1299,16528,15916.2,15580,1227,1227.0,1227,16528,8225.285714285714,1227
pa561.tsp,561,157641,TSP,true,0.75,420,2239,2239.0,2239,25836,25096.9,24541,2080,2080.0,2080,25836,13048.0,2080
pcb442.tsp,442,97903,TSP,false,0.25,110,11144,11144.0,11144,155406,147407.1,133683,10822,10822.0,10822,155406,75877.85714285714,10822
pcb442.tsp,442,97903,TSP,false,0.5,221,23334,23334.0,23334,338647,327507.6,316693,22754,22754.0,22754,338647,167902.38095238095,22754
pcb442.tsp,442,97903,TSP,false,0.75,331,37380,37380.0,37380,536318,524974.2,509821,36094,36094.0,36094,536318,268955.3333333333,36094
pcb442.tsp,442,97903,TSP,true,0.25,110,13452,13452.0,13452,153310,145979.1,139538,12149,12149.0,12149,153310,75939.66666666667,12149
pcb442.tsp,442,97903,TSP,true,0.5,221,26118,26118.0,26118,341508,332771.3,314921,23932,23932.0,23932,341508,171102.42857142858,23932
pcb442.tsp,442,97903,TSP,true,0.75,331,38180,38180.0,38180,533382,518476.1,507762,37055,37055.0,37055,533382,266356.71428571426,37055
pr107.tsp,107,5778,TSP,false,0.25,26,7489,7489.0,7489,63084,55954.5,43228,6998,6998.0,6998,63084,30334.0,6998
pr107.tsp,107,5778,TSP,false,0.5,53,15971,15971.0,15971,186886,170845.4,160389,15406,15406.0,15406,186886,89451.66666666667,15406
pr107.tsp,107,5778,TSP,false,0.75,80,30927,30927.0,30927,327744,300844.8,287215,30810,30810.0,30810,327744,159403.57142857142,30810
pr107.tsp,107,5778,TSP,true,0.25,26,9797,9797.0,9797,64357,57290.8,50631,9198,9198.0,9198,64357,32127.85714285714,9198
pr107.tsp,107,5778,TSP,true,0.5,53,22574,22574.0,22574,188398,174672.4,163085,21621,21621.0,21621,188398,94548.0,21621
pr107.tsp,107,5778,TSP,true,0.75,80,38975,38975.0,38975,327369,310005.8,275477,38604,38604.0,38604,327369,167860.61904761905,38604
pr124.tsp,124,7750,TSP,false,0.25,31,14124,14124.0,14124,99230,86092.5,73770,5179,5179.0,5179,99230,44135.19047619047,5179
pr124.tsp,124,7750,TSP,false,0.5,62,28569,28569.0,28569,250847,239682.7,219270,19812,19812.0,19812,250847,124929.33333333333,19812
pr124.tsp,124,7750,TSP,false,0.75,93,33904,33904.0,33904,426484,403404.5,388597,33904,33904.0,33904,426484,209856.61904761905,33904
